SampleNumber	SampleID	BottleLabel	SampleType	ReadingNumber	DateTime	BathTemperature	UncorrectedRatio	UncorrectedRatioStandDev	Correction	AdjustedRatio	CalculatedSalinity	CalculatedSalinityStandDev	Comments
1	Calibration#1	p158	0		10-Oct-2015 19:13:20	24C	0.999421	0.000006	0.000279	0.999700	0.000000	0.0000	
1	Calibration#1		0	1	10-Oct-2015 19:13:20	24C	0.999421	0.000006	0.000279	0.999700	0.000000	0.0000	
2	Calibration#2	p158	0		10-Oct-2015 19:14:05	24C	0.999173	0.000003	0.000527	0.999700	0.000000	0.0000	
2	Calibration#2		0	1	10-Oct-2015 19:14:06	24C	0.999173	0.000003	0.000527	0.999700	0.000000	0.0000	
3	Calibration#3	p158	0		10-Oct-2015 19:14:52	24C	0.999343	0.000006	0.000357	0.999701	0.000000	0.0000	
3	Calibration#3		0	1	10-Oct-2015 19:14:53	24C	0.999343	0.000006	0.000357	0.999701	0.000000	0.0000	
4	Calibration#4	p158	0		10-Oct-2015 19:15:37	24C	0.999349	0.000003	0.000351	0.999700	0.000000	0.0000	
4	Calibration#4		0	1	10-Oct-2015 19:15:38	24C	0.999349	0.000003	0.000351	0.999700	0.000000	0.0000	
5	Calibration#5	p158	0		10-Oct-2015 19:16:23	24C	0.999338	0.000005	0.000362	0.999701	0.000000	0.0000	
5	Calibration#5		0	1	10-Oct-2015 19:16:24	24C	0.999338	0.000005	0.000362	0.999701	0.000000	0.0000	
6	Calibration#6	p158	0		10-Oct-2015 19:17:16	24C	0.999350	0.000002	0.000350	0.999700	0.000000	0.0000	
6	Calibration#6		0	1	10-Oct-2015 19:17:16	24C	0.999350	0.000002	0.000350	0.999700	0.000000	0.0000	
1	ab1510_020_021#1	020 1	1		10-Oct-2015 19:19:02	24C	0.996406	0.000003	0.000350	0.996756	34.872360	0.0001	
1	ab1510_020_021#1		1	1	10-Oct-2015 19:19:04	24C	0.996339	0.000002	0.000350	0.996689	34.869690	0.0001	
1	ab1510_020_021#1		1	2	10-Oct-2015 19:19:42	24C	0.996429	0.000004	0.000350	0.996779	34.873240	0.0002	
1	ab1510_020_021#1		1	3	10-Oct-2015 19:20:23	24C	0.996452	0.000003	0.000350	0.996802	34.874160	0.0001	
2	ab1510_020_021#2	020 2	1		10-Oct-2015 19:21:58	24C	0.996633	0.000002	0.000350	0.996983	34.881260	0.0001	
2	ab1510_020_021#2		1	1	10-Oct-2015 19:21:59	24C	0.996625	0.000002	0.000350	0.996975	34.880970	0.0001	
2	ab1510_020_021#2		1	2	10-Oct-2015 19:22:37	24C	0.996678	0.000003	0.000350	0.997028	34.883050	0.0001	
2	ab1510_020_021#2		1	3	10-Oct-2015 19:23:16	24C	0.996595	0.000002	0.000350	0.996945	34.879770	0.0001	
3	ab1510_020_021#3	020 3	1		10-Oct-2015 19:24:36	24C	0.996790	0.000002	0.000350	0.997140	34.887470	0.0001	
3	ab1510_020_021#3		1	1	10-Oct-2015 19:24:40	24C	0.996811	0.000004	0.000350	0.997161	34.888260	0.0001	
3	ab1510_020_021#3		1	2	10-Oct-2015 19:25:30	24C	0.996811	0.000002	0.000350	0.997161	34.888270	0.0001	
3	ab1510_020_021#3		1	3	10-Oct-2015 19:26:15	24C	0.996750	0.000000	0.000350	0.997100	34.885890	0.0000	
4	ab1510_020_021#4	020 4	1		10-Oct-2015 19:29:42	24C	0.996924	0.000002	0.000350	0.997274	34.892730	0.0001	
4	ab1510_020_021#4		1	1	10-Oct-2015 19:29:45	24C	0.996913	0.000003	0.000350	0.997263	34.892290	0.0001	
4	ab1510_020_021#4		1	2	10-Oct-2015 19:30:33	24C	0.996961	0.000002	0.000350	0.997311	34.894190	0.0001	
4	ab1510_020_021#4		1	3	10-Oct-2015 19:31:22	24C	0.996898	0.000003	0.000350	0.997248	34.891690	0.0001	
5	ab1510_020_021#5	020 5	1		10-Oct-2015 19:35:21	24C	0.997155	0.000002	0.000350	0.997505	34.901800	0.0001	
5	ab1510_020_021#5		1	1	10-Oct-2015 19:35:22	24C	0.997167	0.000002	0.000350	0.997517	34.902280	0.0001	
5	ab1510_020_021#5		1	2	10-Oct-2015 19:36:03	24C	0.997128	0.000003	0.000350	0.997478	34.900730	0.0001	
5	ab1510_020_021#5		1	3	10-Oct-2015 19:36:44	24C	0.997170	0.000002	0.000350	0.997520	34.902390	0.0001	
6	ab1510_020_021#6	020 6	1		10-Oct-2015 19:38:09	24C	0.997530	0.000003	0.000350	0.997880	34.916570	0.0001	
6	ab1510_020_021#6		1	1	10-Oct-2015 19:38:10	24C	0.997509	0.000002	0.000350	0.997859	34.915720	0.0001	
6	ab1510_020_021#6		1	2	10-Oct-2015 19:38:50	24C	0.997551	0.000004	0.000350	0.997901	34.917400	0.0002	
