SampleNumber	SampleID	BottleLabel	SampleType	ReadingNumber	DateTime	BathTemperature	UncorrectedRatio	UncorrectedRatioStandDev	Correction	AdjustedRatio	CalculatedSalinity	CalculatedSalinityStandDev	Comments
1	Calibration#1	p158	0		7-Oct-2015 16:02:45	24C	0.999539	0.000002	0.000161	0.999700	0.000000	0.0000	
1	Calibration#1		0	1	7-Oct-2015 16:02:45	24C	0.999539	0.000002	0.000161	0.999700	0.000000	0.0000	
2	Calibration#2	p158	0		7-Oct-2015 16:12:25	24C	0.999593	0.000003	0.000107	0.999700	0.000000	0.0000	
2	Calibration#2		0	1	7-Oct-2015 16:12:26	24C	0.999593	0.000003	0.000107	0.999700	0.000000	0.0000	
3	Calibration#3	p158	0		7-Oct-2015 16:13:16	24C	0.999566	0.000003	0.000134	0.999700	0.000000	0.0000	
3	Calibration#3		0	1	7-Oct-2015 16:13:17	24C	0.999566	0.000003	0.000134	0.999700	0.000000	0.0000	
4	Calibration#4	p158	0		7-Oct-2015 16:14:05	24C	0.999657	0.000002	0.000043	0.999700	0.000000	0.0000	
4	Calibration#4		0	1	7-Oct-2015 16:14:06	24C	0.999657	0.000002	0.000043	0.999700	0.000000	0.0000	
5	Calibration#5	p158	0		7-Oct-2015 16:14:51	24C	0.999699	0.000002	0.000001	0.999700	0.000000	0.0000	
5	Calibration#5		0	1	7-Oct-2015 16:14:52	24C	0.999699	0.000002	0.000001	0.999700	0.000000	0.0000	
1	ab1510_008_009#1	008 1	1		7-Oct-2015 16:16:38	24C	0.996500	0.000003	0.000001	0.996501	34.862300	0.0001	
1	ab1510_008_009#1		1	1	7-Oct-2015 16:16:41	24C	0.996474	0.000002	0.000001	0.996475	34.861290	0.0001	
1	ab1510_008_009#1		1	2	7-Oct-2015 16:17:16	24C	0.996502	0.000004	0.000001	0.996504	34.862420	0.0001	
1	ab1510_008_009#1		1	3	7-Oct-2015 16:17:53	24C	0.996522	0.000003	0.000001	0.996523	34.863190	0.0001	
2	ab1510_008_009#2	008 2	1		7-Oct-2015 16:19:11	24C	0.996661	0.000003	0.000001	0.996662	34.868660	0.0001	
2	ab1510_008_009#2		1	1	7-Oct-2015 16:19:13	24C	0.996658	0.000003	0.000001	0.996659	34.868520	0.0001	
2	ab1510_008_009#2		1	2	7-Oct-2015 16:19:52	24C	0.996653	0.000003	0.000001	0.996654	34.868340	0.0001	
2	ab1510_008_009#2		1	3	7-Oct-2015 16:20:39	24C	0.996673	0.000003	0.000001	0.996674	34.869100	0.0001	
3	ab1510_008_009#3	008 3	1		7-Oct-2015 16:22:28	24C	0.996741	0.000004	0.000001	0.996742	34.871800	0.0001	
3	ab1510_008_009#3		1	1	7-Oct-2015 16:22:32	24C	0.996746	0.000004	0.000001	0.996746	34.871980	0.0002	
3	ab1510_008_009#3		1	2	7-Oct-2015 16:23:12	24C	0.996712	0.000003	0.000001	0.996713	34.870660	0.0001	
