SampleNumber	SampleID	BottleLabel	SampleType	ReadingNumber	DateTime	BathTemperature	UncorrectedRatio	UncorrectedRatioStandDev	Correction	AdjustedRatio	CalculatedSalinity	CalculatedSalinityStandDev	Comments
1	Calibration#1	p158	0		10-Oct-2015 02:04:51	24C	0.999334	0.000003	0.000366	0.999700	0.000000	0.0000	
1	Calibration#1		0	1	10-Oct-2015 02:04:51	24C	0.999334	0.000003	0.000366	0.999700	0.000000	0.0000	
2	Calibration#2	p158	0		10-Oct-2015 02:05:31	24C	0.999325	0.000002	0.000375	0.999700	0.000000	0.0000	
2	Calibration#2		0	1	10-Oct-2015 02:05:32	24C	0.999325	0.000002	0.000375	0.999700	0.000000	0.0000	
3	Calibration#3	p158	0		10-Oct-2015 02:06:13	24C	0.999338	0.000004	0.000362	0.999700	0.000000	0.0000	
3	Calibration#3		0	1	10-Oct-2015 02:06:13	24C	0.999338	0.000004	0.000362	0.999700	0.000000	0.0000	
4	Calibration#4	p158	0		10-Oct-2015 02:06:54	24C	0.998436	0.000002	0.001264	0.999700	0.000000	0.0000	
4	Calibration#4		0	1	10-Oct-2015 02:06:55	24C	0.998436	0.000002	0.001264	0.999700	0.000000	0.0000	
5	Calibration#5	p158	0		10-Oct-2015 02:07:36	24C	0.999287	0.000003	0.000413	0.999700	0.000000	0.0000	
5	Calibration#5		0	1	10-Oct-2015 02:07:37	24C	0.999287	0.000003	0.000413	0.999700	0.000000	0.0000	
1	ab1510#1	023 1	1		10-Oct-2015 02:10:11	24C	0.996084	0.000002	0.000413	0.996497	34.862180	0.0001	
1	ab1510#1		1	1	10-Oct-2015 02:10:21	24C	0.996112	0.000004	0.000413	0.996525	34.863270	0.0001	
1	ab1510#1		1	2	10-Oct-2015 02:11:03	24C	0.996070	0.000000	0.000413	0.996483	34.861620	0.0000	
1	ab1510#1		1	3	10-Oct-2015 02:11:44	24C	0.996071	0.000002	0.000413	0.996483	34.861640	0.0001	
2	ab1510#2	023 2	1		10-Oct-2015 02:12:51	24C	0.996521	0.000003	0.000413	0.996934	34.879360	0.0001	
2	ab1510#2		1	1	10-Oct-2015 02:13:01	24C	0.996454	0.000002	0.000413	0.996867	34.876720	0.0001	
2	ab1510#2		1	2	10-Oct-2015 02:13:43	24C	0.996573	0.000003	0.000413	0.996986	34.881400	0.0001	
2	ab1510#2		1	3	10-Oct-2015 02:14:24	24C	0.996536	0.000003	0.000413	0.996950	34.879960	0.0001	
3	ab1510#3	023 3	1		10-Oct-2015 02:15:52	24C	0.996664	0.000002	0.000413	0.997077	34.884990	0.0001	
3	ab1510#3		1	1	10-Oct-2015 02:16:02	24C	0.996716	0.000002	0.000413	0.997129	34.887030	0.0001	
3	ab1510#3		1	2	10-Oct-2015 02:16:44	24C	0.996646	0.000002	0.000413	0.997059	34.884250	0.0001	
3	ab1510#3		1	3	10-Oct-2015 02:17:25	24C	0.996632	0.000002	0.000413	0.997044	34.883700	0.0001	
4	ab1510#4	023 3	1		10-Oct-2015 02:18:31	24C	0.996659	0.000001	0.000413	0.997072	34.884770	0.0000	
4	ab1510#4		1	1	10-Oct-2015 02:18:41	24C	0.996720	0.000000	0.000413	0.997133	34.887180	0.0000	
4	ab1510#4		1	2	10-Oct-2015 02:19:23	24C	0.996570	0.000000	0.000413	0.996983	34.881280	0.0000	
4	ab1510#4		1	3	10-Oct-2015 02:20:04	24C	0.996686	0.000002	0.000413	0.997099	34.885850	0.0001	
5	ab1510#5	023 4	1		10-Oct-2015 02:21:29	24C	0.996734	0.000002	0.000413	0.997147	34.887730	0.0001	
5	ab1510#5		1	1	10-Oct-2015 02:21:39	24C	0.996840	0.000000	0.000413	0.997253	34.891910	0.0000	
5	ab1510#5		1	2	10-Oct-2015 02:22:20	24C	0.996587	0.000005	0.000413	0.996999	34.881940	0.0002	
5	ab1510#5		1	3	10-Oct-2015 02:23:01	24C	0.996775	0.000000	0.000413	0.997188	34.889340	0.0000	
6	ab1510#6	023 5	1		10-Oct-2015 02:24:06	24C	0.996905	0.000001	0.000413	0.997318	34.894460	0.0000	
6	ab1510#6		1	1	10-Oct-2015 02:24:16	24C	0.996925	0.000000	0.000413	0.997338	34.895250	0.0000	
6	ab1510#6		1	2	10-Oct-2015 02:24:57	24C	0.996850	0.000000	0.000413	0.997263	34.892300	0.0000	
6	ab1510#6		1	3	10-Oct-2015 02:25:39	24C	0.996940	0.000002	0.000413	0.997353	34.895820	0.0001	
