SampleNumber	SampleID	BottleLabel	SampleType	ReadingNumber	DateTime	BathTemperature	UncorrectedRatio	UncorrectedRatioStandDev	Correction	AdjustedRatio	CalculatedSalinity	CalculatedSalinityStandDev	Comments
11	ab1510_030_035#11	030 19	1		19-Oct-2015 02:30:00	24C	1.042245	0.000003	0.000476	1.042721	36.687980	0.0001	
11	ab1510_030_035#11		1	1	19-Oct-2015 02:30:02	24C	1.042252	0.000005	0.000476	1.042728	36.688250	0.0002	
11	ab1510_030_035#11		1	2	19-Oct-2015 02:30:42	24C	1.042245	0.000000	0.000476	1.042721	36.687980	0.0000	
11	ab1510_030_035#11		1	3	19-Oct-2015 02:31:24	24C	1.042239	0.000005	0.000476	1.042715	36.687740	0.0002	
12	ab1510_030_035#12	030 21	1		19-Oct-2015 02:33:08	24C	1.042116	0.000003	0.000476	1.042592	36.682840	0.0001	
12	ab1510_030_035#12		1	1	19-Oct-2015 02:33:10	24C	1.042114	0.000004	0.000476	1.042590	36.682780	0.0002	
12	ab1510_030_035#12		1	2	19-Oct-2015 02:33:48	24C	1.042116	0.000003	0.000476	1.042591	36.682840	0.0001	
12	ab1510_030_035#12		1	3	19-Oct-2015 02:34:28	24C	1.042117	0.000004	0.000476	1.042593	36.682910	0.0001	
13	ab1510_030_035#13	030 23	1		19-Oct-2015 02:36:59	24C	1.037023	0.000004	0.000476	1.037499	36.480940	0.0002	
13	ab1510_030_035#13		1	1	19-Oct-2015 02:37:01	24C	1.037026	0.000003	0.000476	1.037502	36.481070	0.0001	
13	ab1510_030_035#13		1	2	19-Oct-2015 02:37:42	24C	1.037024	0.000004	0.000476	1.037501	36.481010	0.0001	
13	ab1510_030_035#13		1	3	19-Oct-2015 02:38:21	24C	1.037017	0.000005	0.000476	1.037493	36.480730	0.0002	
14	ab1510_030_035#14	031 1	1		19-Oct-2015 02:40:51	24C	1.006031	0.000003	0.000476	1.006507	35.256270	0.0001	
14	ab1510_030_035#14		1	1	19-Oct-2015 02:40:58	24C	1.006032	0.000003	0.000476	1.006508	35.256320	0.0001	
14	ab1510_030_035#14		1	2	19-Oct-2015 02:42:13	24C	1.006032	0.000003	0.000476	1.006508	35.256330	0.0001	
14	ab1510_030_035#14		1	3	19-Oct-2015 02:42:50	24C	1.006028	0.000003	0.000476	1.006504	35.256150	0.0001	
15	ab1510_030_035#15	031 2	1		19-Oct-2015 02:45:04	24C	1.020447	0.000004	0.000476	1.020923	35.825090	0.0001	
15	ab1510_030_035#15		1	1	19-Oct-2015 02:45:10	24C	1.020436	0.000002	0.000476	1.020912	35.824650	0.0001	
15	ab1510_030_035#15		1	2	19-Oct-2015 02:45:50	24C	1.020452	0.000005	0.000476	1.020928	35.825270	0.0002	
15	ab1510_030_035#15		1	3	19-Oct-2015 02:46:30	24C	1.020454	0.000004	0.000476	1.020930	35.825370	0.0002	
16	ab1510_030_035#16	031 2	1		19-Oct-2015 02:49:24	24C	1.020462	0.000003	0.000476	1.020938	35.825660	0.0001	
16	ab1510_030_035#16		1	1	19-Oct-2015 02:49:29	24C	1.020457	0.000003	0.000476	1.020933	35.825480	0.0001	
16	ab1510_030_035#16		1	2	19-Oct-2015 02:50:08	24C	1.020460	0.000003	0.000476	1.020936	35.825600	0.0001	
16	ab1510_030_035#16		1	3	19-Oct-2015 02:50:54	24C	1.020468	0.000004	0.000476	1.020944	35.825920	0.0001	
17	ab1510_030_035#17	031 4	1		19-Oct-2015 02:53:34	24C	1.035879	0.000004	0.000476	1.036355	36.435610	0.0002	
17	ab1510_030_035#17		1	1	19-Oct-2015 02:53:42	24C	1.035891	0.000003	0.000476	1.036367	36.436100	0.0001	
17	ab1510_030_035#17		1	2	19-Oct-2015 02:54:30	24C	1.035870	0.000004	0.000476	1.036346	36.435260	0.0002	
17	ab1510_030_035#17		1	3	19-Oct-2015 02:55:08	24C	1.035875	0.000004	0.000476	1.036351	36.435460	0.0002	
18	ab1510_030_035#18	031 6	1		19-Oct-2015 02:57:02	24C	1.040925	0.000003	0.000476	1.041401	36.635620	0.0001	
18	ab1510_030_035#18		1	1	19-Oct-2015 02:57:08	24C	1.040916	0.000002	0.000476	1.041392	36.635270	0.0001	
18	ab1510_030_035#18		1	2	19-Oct-2015 02:57:55	24C	1.040924	0.000003	0.000476	1.041400	36.635580	0.0001	
18	ab1510_030_035#18		1	3	19-Oct-2015 02:58:34	24C	1.040935	0.000004	0.000476	1.041411	36.636020	0.0002	
19	ab1510_030_035#19	031 8	1		19-Oct-2015 03:00:29	24C	1.043497	0.000003	0.000476	1.043973	36.737630	0.0001	
19	ab1510_030_035#19		1	1	19-Oct-2015 03:00:30	24C	1.043505	0.000004	0.000476	1.043982	36.737980	0.0001	
19	ab1510_030_035#19		1	2	19-Oct-2015 03:01:10	24C	1.043492	0.000004	0.000476	1.043968	36.737430	0.0001	
19	ab1510_030_035#19		1	3	19-Oct-2015 03:01:58	24C	1.043493	0.000003	0.000476	1.043969	36.737470	0.0001	
20	ab1510_030_035#20	031 10	1		19-Oct-2015 03:04:31	24C	1.034882	0.000003	0.000476	1.035357	36.396110	0.0001	
20	ab1510_030_035#20		1	1	19-Oct-2015 03:04:33	24C	1.034886	0.000003	0.000476	1.035362	36.396280	0.0001	
20	ab1510_030_035#20		1	2	19-Oct-2015 03:05:13	24C	1.034866	0.000004	0.000476	1.035342	36.395500	0.0002	
20	ab1510_030_035#20		1	3	19-Oct-2015 03:06:00	24C	1.034893	0.000003	0.000476	1.035369	36.396560	0.0001	
21	ab1510_030_035#21	031 13	1		19-Oct-2015 03:08:08	24C	1.034924	0.000004	0.000476	1.035400	36.397810	0.0002	
21	ab1510_030_035#21		1	1	19-Oct-2015 03:08:10	24C	1.034915	0.000004	0.000476	1.035391	36.397460	0.0002	
21	ab1510_030_035#21		1	2	19-Oct-2015 03:08:54	24C	1.034922	0.000004	0.000476	1.035399	36.397730	0.0002	
21	ab1510_030_035#21		1	3	19-Oct-2015 03:09:58	24C	1.034935	0.000004	0.000476	1.035411	36.398230	0.0002	
22	ab1510_030_035#22	032 1	1		19-Oct-2015 03:13:57	24C	1.006694	0.000004	0.000476	1.007170	35.282390	0.0001	
22	ab1510_030_035#22		1	1	19-Oct-2015 03:13:59	24C	1.006696	0.000003	0.000476	1.007172	35.282480	0.0001	
22	ab1510_030_035#22		1	2	19-Oct-2015 03:14:44	24C	1.006682	0.000003	0.000476	1.007158	35.281900	0.0001	
22	ab1510_030_035#22		1	3	19-Oct-2015 03:15:26	24C	1.006704	0.000005	0.000476	1.007180	35.282790	0.0002	
23	ab1510_030_035#23	032 1	1		19-Oct-2015 03:17:43	24C	1.006715	0.000003	0.000476	1.007191	35.283230	0.0001	
23	ab1510_030_035#23		1	1	19-Oct-2015 03:17:44	24C	1.006695	0.000004	0.000476	1.007171	35.282440	0.0002	
23	ab1510_030_035#23		1	2	19-Oct-2015 03:18:23	24C	1.006715	0.000000	0.000476	1.007191	35.283230	0.0000	
23	ab1510_030_035#23		1	3	19-Oct-2015 03:19:08	24C	1.006735	0.000003	0.000476	1.007211	35.284020	0.0001	
24	ab1510_030_035#24	032 2	1		19-Oct-2015 03:21:26	24C	1.023347	0.000003	0.000476	1.023823	35.939700	0.0001	
24	ab1510_030_035#24		1	1	19-Oct-2015 03:21:28	24C	1.023328	0.000003	0.000476	1.023804	35.938940	0.0001	
24	ab1510_030_035#24		1	2	19-Oct-2015 03:22:15	24C	1.023345	0.000004	0.000476	1.023821	35.939630	0.0001	
24	ab1510_030_035#24		1	3	19-Oct-2015 03:23:06	24C	1.023368	0.000003	0.000476	1.023844	35.940520	0.0001	
25	ab1510_030_035#25	032 4	1		19-Oct-2015 03:25:13	24C	1.037117	0.000003	0.000476	1.037593	36.484700	0.0001	
25	ab1510_030_035#25		1	1	19-Oct-2015 03:25:14	24C	1.037119	0.000004	0.000476	1.037595	36.484770	0.0001	
25	ab1510_030_035#25		1	2	19-Oct-2015 03:25:53	24C	1.037106	0.000002	0.000476	1.037582	36.484240	0.0001	
25	ab1510_030_035#25		1	3	19-Oct-2015 03:26:30	24C	1.037127	0.000004	0.000476	1.037603	36.485070	0.0001	
26	ab1510_030_035#26	032 6	1		19-Oct-2015 03:28:03	24C	1.042184	0.000004	0.000476	1.042660	36.685550	0.0002	
26	ab1510_030_035#26		1	1	19-Oct-2015 03:28:05	24C	1.042170	0.000004	0.000476	1.042646	36.685010	0.0002	
26	ab1510_030_035#26		1	2	19-Oct-2015 03:28:45	24C	1.042176	0.000004	0.000476	1.042652	36.685240	0.0002	
26	ab1510_030_035#26		1	3	19-Oct-2015 03:29:31	24C	1.042205	0.000004	0.000476	1.042681	36.686410	0.0001	
27	ab1510_030_035#27	032 8	1		19-Oct-2015 03:30:59	24C	1.036581	0.000004	0.000476	1.037057	36.463420	0.0001	
27	ab1510_030_035#27		1	1	19-Oct-2015 03:31:02	24C	1.036574	0.000004	0.000476	1.037050	36.463130	0.0002	
27	ab1510_030_035#27		1	2	19-Oct-2015 03:31:44	24C	1.036585	0.000004	0.000476	1.037061	36.463610	0.0001	
27	ab1510_030_035#27		1	3	19-Oct-2015 03:32:29	24C	1.036583	0.000003	0.000476	1.037059	36.463530	0.0001	
28	ab1510_030_035#28	032 10	1		19-Oct-2015 03:34:31	24C	1.034688	0.000004	0.000476	1.035164	36.388450	0.0002	
28	ab1510_030_035#28		1	1	19-Oct-2015 03:34:41	24C	1.034681	0.000002	0.000476	1.035157	36.388160	0.0001	
28	ab1510_030_035#28		1	2	19-Oct-2015 03:35:50	24C	1.034700	0.000005	0.000476	1.035176	36.388920	0.0002	
28	ab1510_030_035#28		1	3	19-Oct-2015 03:36:27	24C	1.034683	0.000005	0.000476	1.035159	36.388270	0.0002	
29	ab1510_030_035#29	033 1	1		19-Oct-2015 03:41:13	24C	1.023640	0.000003	0.000476	1.024116	35.951280	0.0001	
29	ab1510_030_035#29		1	1	19-Oct-2015 03:41:16	24C	1.023651	0.000002	0.000476	1.024127	35.951690	0.0001	
29	ab1510_030_035#29		1	2	19-Oct-2015 03:42:00	24C	1.023631	0.000004	0.000476	1.024107	35.950940	0.0002	
29	ab1510_030_035#29		1	3	19-Oct-2015 03:42:39	24C	1.023639	0.000004	0.000476	1.024115	35.951210	0.0002	
30	ab1510_030_035#30	033 2	1		19-Oct-2015 03:44:10	24C	1.034006	0.000004	0.000476	1.034482	36.361450	0.0002	
30	ab1510_030_035#30		1	1	19-Oct-2015 03:44:13	24C	1.033989	0.000003	0.000476	1.034465	36.360760	0.0001	
30	ab1510_030_035#30		1	2	19-Oct-2015 03:44:57	24C	1.034013	0.000005	0.000476	1.034489	36.361710	0.0002	
30	ab1510_030_035#30		1	3	19-Oct-2015 03:45:38	24C	1.034017	0.000003	0.000476	1.034493	36.361870	0.0001	
31	ab1510_030_035#31	033 4	1		19-Oct-2015 03:47:21	24C	1.041211	0.000004	0.000476	1.041687	36.646970	0.0002	
31	ab1510_030_035#31		1	1	19-Oct-2015 03:47:22	24C	1.041200	0.000005	0.000476	1.041676	36.646510	0.0002	
31	ab1510_030_035#31		1	2	19-Oct-2015 03:48:01	24C	1.041211	0.000004	0.000476	1.041687	36.646980	0.0002	
31	ab1510_030_035#31		1	3	19-Oct-2015 03:48:38	24C	1.041223	0.000003	0.000476	1.041699	36.647420	0.0001	
32	ab1510_030_035#32	033 4	1		19-Oct-2015 03:50:25	24C	1.041227	0.000004	0.000476	1.041703	36.647590	0.0001	
32	ab1510_030_035#32		1	1	19-Oct-2015 03:50:27	24C	1.041234	0.000004	0.000476	1.041710	36.647900	0.0001	
32	ab1510_030_035#32		1	2	19-Oct-2015 03:51:05	24C	1.041223	0.000003	0.000476	1.041699	36.647440	0.0001	
32	ab1510_030_035#32		1	3	19-Oct-2015 03:51:44	24C	1.041223	0.000004	0.000476	1.041699	36.647440	0.0002	
33	ab1510_030_035#33	033 6	1		19-Oct-2015 03:53:22	24C	1.046148	0.000005	0.000476	1.046624	36.842820	0.0002	
33	ab1510_030_035#33		1	1	19-Oct-2015 03:53:23	24C	1.046130	0.000003	0.000476	1.046605	36.842090	0.0001	
33	ab1510_030_035#33		1	2	19-Oct-2015 03:54:13	24C	1.046148	0.000006	0.000476	1.046624	36.842830	0.0002	
33	ab1510_030_035#33		1	3	19-Oct-2015 03:54:50	24C	1.046166	0.000007	0.000476	1.046642	36.843550	0.0003	
34	ab1510_030_035#34	033 8	1		19-Oct-2015 03:56:55	24C	1.034713	0.000003	0.000476	1.035189	36.389420	0.0001	
34	ab1510_030_035#34		1	1	19-Oct-2015 03:56:58	24C	1.034700	0.000004	0.000476	1.035176	36.388900	0.0002	
34	ab1510_030_035#34		1	2	19-Oct-2015 03:57:36	24C	1.034714	0.000002	0.000476	1.035190	36.389480	0.0001	
34	ab1510_030_035#34		1	3	19-Oct-2015 03:58:17	24C	1.034724	0.000003	0.000476	1.035200	36.389870	0.0001	
35	ab1510_030_035#35	033 10	1		19-Oct-2015 04:00:31	24C	1.034786	0.000004	0.000476	1.035262	36.392320	0.0002	
35	ab1510_030_035#35		1	1	19-Oct-2015 04:00:33	24C	1.034789	0.000005	0.000476	1.035265	36.392470	0.0002	
35	ab1510_030_035#35		1	2	19-Oct-2015 04:01:11	24C	1.034791	0.000003	0.000476	1.035266	36.392510	0.0001	
35	ab1510_030_035#35		1	3	19-Oct-2015 04:01:53	24C	1.034777	0.000004	0.000476	1.035253	36.391970	0.0001	
36	ab1510_030_035#36	034 1	1		19-Oct-2015 04:04:06	24C	1.027744	0.000004	0.000476	1.028220	36.113570	0.0002	
36	ab1510_030_035#36		1	1	19-Oct-2015 04:04:07	24C	1.027743	0.000004	0.000476	1.028219	36.113510	0.0001	
36	ab1510_030_035#36		1	2	19-Oct-2015 04:04:55	24C	1.027755	0.000005	0.000476	1.028231	36.114010	0.0002	
36	ab1510_030_035#36		1	3	19-Oct-2015 04:05:36	24C	1.027734	0.000005	0.000476	1.028210	36.113170	0.0002	
37	ab1510_030_035#37	034 2	1		19-Oct-2015 04:07:48	24C	1.040516	0.000005	0.000476	1.040992	36.619400	0.0002	
37	ab1510_030_035#37		1	1	19-Oct-2015 04:07:49	24C	1.040514	0.000004	0.000476	1.040990	36.619350	0.0002	
37	ab1510_030_035#37		1	2	19-Oct-2015 04:08:33	24C	1.040511	0.000004	0.000476	1.040987	36.619210	0.0002	
37	ab1510_030_035#37		1	3	19-Oct-2015 04:09:09	24C	1.040522	0.000006	0.000476	1.040998	36.619660	0.0002	
38	ab1510_030_035#38	034 4	1		19-Oct-2015 04:11:05	24C	1.043024	0.000004	0.000476	1.043500	36.718880	0.0002	
38	ab1510_030_035#38		1	1	19-Oct-2015 04:11:07	24C	1.043000	0.000005	0.000476	1.043476	36.717910	0.0002	
38	ab1510_030_035#38		1	2	19-Oct-2015 04:11:49	24C	1.043052	0.000004	0.000476	1.043528	36.719980	0.0001	
38	ab1510_030_035#38		1	3	19-Oct-2015 04:12:29	24C	1.043021	0.000004	0.000476	1.043497	36.718750	0.0002	
39	ab1510_030_035#39	034 6	1		19-Oct-2015 04:15:48	24C	1.039071	0.000005	0.000476	1.039547	36.562120	0.0002	
39	ab1510_030_035#39		1	1	19-Oct-2015 04:15:49	24C	1.038926	0.000005	0.000476	1.039402	36.556370	0.0002	
39	ab1510_030_035#39		1	2	19-Oct-2015 04:16:29	24C	1.039133	0.000004	0.000476	1.039609	36.564580	0.0002	
39	ab1510_030_035#39		1	3	19-Oct-2015 04:17:09	24C	1.039154	0.000006	0.000476	1.039630	36.565410	0.0002	
40	ab1510_030_035#40	034 6	1		19-Oct-2015 04:18:42	24C	1.038975	0.000003	0.000476	1.039451	36.558320	0.0001	
40	ab1510_030_035#40		1	1	19-Oct-2015 04:18:45	24C	1.038972	0.000003	0.000476	1.039448	36.558190	0.0001	
40	ab1510_030_035#40		1	2	19-Oct-2015 04:19:25	24C	1.038969	0.000004	0.000476	1.039445	36.558090	0.0001	
40	ab1510_030_035#40		1	3	19-Oct-2015 04:20:04	24C	1.038984	0.000003	0.000476	1.039460	36.558670	0.0001	
41	ab1510_030_035#41	034 8	1		19-Oct-2015 04:21:47	24C	1.034679	0.000004	0.000476	1.035155	36.388080	0.0002	
41	ab1510_030_035#41		1	1	19-Oct-2015 04:21:49	24C	1.034667	0.000005	0.000476	1.035143	36.387610	0.0002	
41	ab1510_030_035#41		1	2	19-Oct-2015 04:22:36	24C	1.034682	0.000004	0.000476	1.035158	36.388210	0.0001	
41	ab1510_030_035#41		1	3	19-Oct-2015 04:23:13	24C	1.034688	0.000004	0.000476	1.035164	36.388420	0.0002	
42	ab1510_030_035#42	035 1	1		19-Oct-2015 04:25:48	24C	1.038162	0.000003	0.000476	1.038638	36.526080	0.0001	
42	ab1510_030_035#42		1	1	19-Oct-2015 04:25:51	24C	1.038158	0.000003	0.000476	1.038634	36.525910	0.0001	
42	ab1510_030_035#42		1	2	19-Oct-2015 04:26:50	24C	1.038162	0.000003	0.000476	1.038638	36.526110	0.0001	
42	ab1510_030_035#42		1	3	19-Oct-2015 04:27:55	24C	1.038165	0.000004	0.000476	1.038641	36.526220	0.0002	
43	ab1510_030_035#43	035 1	1		19-Oct-2015 04:29:28	24C	1.038180	0.000003	0.000476	1.038656	36.526790	0.0001	
43	ab1510_030_035#43		1	1	19-Oct-2015 04:29:29	24C	1.038195	0.000003	0.000476	1.038671	36.527400	0.0001	
43	ab1510_030_035#43		1	2	19-Oct-2015 04:30:06	24C	1.038167	0.000003	0.000476	1.038643	36.526280	0.0001	
43	ab1510_030_035#43		1	3	19-Oct-2015 04:30:49	24C	1.038178	0.000004	0.000476	1.038654	36.526700	0.0001	
44	ab1510_030_035#44	035 2	1		19-Oct-2015 04:32:45	24C	1.044494	0.000004	0.000476	1.044970	36.777190	0.0002	
44	ab1510_030_035#44		1	1	19-Oct-2015 04:32:47	24C	1.044494	0.000005	0.000476	1.044970	36.777190	0.0002	
44	ab1510_030_035#44		1	2	19-Oct-2015 04:33:27	24C	1.044484	0.000004	0.000476	1.044960	36.776820	0.0002	
44	ab1510_030_035#44		1	3	19-Oct-2015 04:34:13	24C	1.044504	0.000003	0.000476	1.044979	36.777570	0.0001	
45	ab1510_030_035#45	035 4	1		19-Oct-2015 04:36:10	24C	1.034033	0.000003	0.000476	1.034509	36.362510	0.0001	
45	ab1510_030_035#45		1	1	19-Oct-2015 04:36:12	24C	1.034022	0.000003	0.000476	1.034498	36.362060	0.0001	
45	ab1510_030_035#45		1	2	19-Oct-2015 04:36:57	24C	1.034024	0.000004	0.000476	1.034499	36.362120	0.0002	
45	ab1510_030_035#45		1	3	19-Oct-2015 04:37:40	24C	1.034054	0.000002	0.000476	1.034530	36.363330	0.0001	
46	ab1510_030_035#46	035 6	1		19-Oct-2015 04:39:31	24C	1.034460	0.000004	0.000476	1.034936	36.379420	0.0002	
46	ab1510_030_035#46		1	1	19-Oct-2015 04:39:33	24C	1.034457	0.000004	0.000476	1.034933	36.379290	0.0002	
46	ab1510_030_035#46		1	2	19-Oct-2015 04:40:13	24C	1.034453	0.000005	0.000476	1.034929	36.379110	0.0002	
46	ab1510_030_035#46		1	3	19-Oct-2015 04:40:58	24C	1.034471	0.000002	0.000476	1.034947	36.379840	0.0001	
7	Calibration#7	p158	0		19-Oct-2015 04:47:11	24C	0.999340	0.000004	0.000360	0.999701	0.000000	0.0000	
7	Calibration#7		0	1	19-Oct-2015 04:47:12	24C	0.999340	0.000004	0.000360	0.999701	0.000000	0.0000	
8	Calibration#8	p158	0		19-Oct-2015 04:48:01	24C	0.999351	0.000004	0.000349	0.999700	0.000000	0.0000	
8	Calibration#8		0	1	19-Oct-2015 04:48:02	24C	0.999351	0.000004	0.000349	0.999700	0.000000	0.0000	
9	Calibration#9	p158	0		19-Oct-2015 04:48:51	24C	0.999336	0.000004	0.000364	0.999700	0.000000	0.0000	
9	Calibration#9		0	1	19-Oct-2015 04:48:51	24C	0.999336	0.000004	0.000364	0.999700	0.000000	0.0000	
10	Calibration#10	p158	0		19-Oct-2015 04:49:49	24C	0.999341	0.000003	0.000359	0.999700	0.000000	0.0000	
10	Calibration#10		0	1	19-Oct-2015 04:49:49	24C	0.999341	0.000003	0.000359	0.999700	0.000000	0.0000	
11	Calibration#11	p158	0		19-Oct-2015 04:50:41	24C	0.999339	0.000003	0.000361	0.999700	0.000000	0.0000	
11	Calibration#11		0	1	19-Oct-2015 04:50:42	24C	0.999339	0.000003	0.000361	0.999700	0.000000	0.0000	
12	Calibration#12	p158	0		19-Oct-2015 04:51:43	24C	0.999342	0.000004	0.000358	0.999700	0.000000	0.0000	
12	Calibration#12		0	1	19-Oct-2015 04:51:43	24C	0.999342	0.000004	0.000358	0.999700	0.000000	0.0000	
