SampleNumber	SampleID	BottleLabel	SampleType	ReadingNumber	DateTime	BathTemperature	UncorrectedRatio	UncorrectedRatioStandDev	Correction	AdjustedRatio	CalculatedSalinity	CalculatedSalinityStandDev	Comments
1	Calibration#1	p158	0		11-Oct-2015 10:59:24	24C	0.999273	0.000003	0.000427	0.999700	0.000000	0.0000	
1	Calibration#1		0	1	11-Oct-2015 10:59:25	24C	0.999273	0.000003	0.000427	0.999700	0.000000	0.0000	
2	Calibration#2	p158	0		11-Oct-2015 11:00:06	24C	0.999206	0.000002	0.000494	0.999700	0.000000	0.0000	
2	Calibration#2		0	1	11-Oct-2015 11:00:07	24C	0.999206	0.000002	0.000494	0.999700	0.000000	0.0000	
3	Calibration#3	p158	0		11-Oct-2015 11:00:48	24C	0.999293	0.000003	0.000407	0.999699	0.000000	0.0000	
3	Calibration#3		0	1	11-Oct-2015 11:00:49	24C	0.999293	0.000003	0.000407	0.999699	0.000000	0.0000	
4	Calibration#4	p158	0		11-Oct-2015 11:01:30	24C	0.999120	0.000000	0.000580	0.999700	0.000000	0.0000	
4	Calibration#4		0	1	11-Oct-2015 11:01:31	24C	0.999120	0.000000	0.000580	0.999700	0.000000	0.0000	
5	Calibration#5	p158	0		11-Oct-2015 11:02:13	24C	0.999306	0.000002	0.000394	0.999700	0.000000	0.0000	
5	Calibration#5		0	1	11-Oct-2015 11:02:14	24C	0.999306	0.000002	0.000394	0.999700	0.000000	0.0000	
1	ab1510#1	024 1	1		11-Oct-2015 11:04:24	24C	0.996566	0.000002	0.000394	0.996960	34.880370	0.0001	
1	ab1510#1		1	1	11-Oct-2015 11:04:34	24C	0.996532	0.000003	0.000394	0.996927	34.879060	0.0001	
1	ab1510#1		1	2	11-Oct-2015 11:05:46	24C	0.996573	0.000002	0.000394	0.996968	34.880680	0.0001	
1	ab1510#1		1	3	11-Oct-2015 11:06:27	24C	0.996591	0.000002	0.000394	0.996985	34.881360	0.0001	
2	ab1510#2	024 2	1		11-Oct-2015 11:07:36	24C	0.996726	0.000002	0.000394	0.997120	34.886650	0.0001	
2	ab1510#2		1	1	11-Oct-2015 11:07:46	24C	0.996726	0.000002	0.000394	0.997120	34.886670	0.0001	
2	ab1510#2		1	2	11-Oct-2015 11:08:27	24C	0.996723	0.000003	0.000394	0.997117	34.886550	0.0001	
2	ab1510#2		1	3	11-Oct-2015 11:09:08	24C	0.996728	0.000003	0.000394	0.997122	34.886730	0.0001	
3	ab1510#3	024 3	1		11-Oct-2015 11:10:33	24C	0.996790	0.000002	0.000394	0.997184	34.889190	0.0001	
3	ab1510#3		1	1	11-Oct-2015 11:10:43	24C	0.996784	0.000002	0.000394	0.997178	34.888940	0.0001	
3	ab1510#3		1	2	11-Oct-2015 11:11:25	24C	0.996793	0.000003	0.000394	0.997187	34.889290	0.0001	
3	ab1510#3		1	3	11-Oct-2015 11:12:07	24C	0.996794	0.000002	0.000394	0.997188	34.889340	0.0001	
4	ab1510#4	024 4	1		11-Oct-2015 11:13:30	24C	0.996885	0.000003	0.000394	0.997279	34.892930	0.0001	
4	ab1510#4		1	1	11-Oct-2015 11:13:40	24C	0.996892	0.000004	0.000394	0.997286	34.893200	0.0001	
4	ab1510#4		1	2	11-Oct-2015 11:14:21	24C	0.996875	0.000002	0.000394	0.997269	34.892510	0.0001	
4	ab1510#4		1	3	11-Oct-2015 11:15:03	24C	0.996889	0.000002	0.000394	0.997283	34.893070	0.0001	
5	ab1510#5	024 5	1		11-Oct-2015 11:16:27	24C	0.997071	0.000002	0.000394	0.997465	34.900240	0.0001	
5	ab1510#5		1	1	11-Oct-2015 11:16:37	24C	0.997080	0.000003	0.000394	0.997475	34.900620	0.0001	
5	ab1510#5		1	2	11-Oct-2015 11:17:20	24C	0.997046	0.000002	0.000394	0.997440	34.899270	0.0001	
5	ab1510#5		1	3	11-Oct-2015 11:18:01	24C	0.997086	0.000002	0.000394	0.997480	34.900830	0.0001	
6	ab1510#6	024 6	1		11-Oct-2015 11:19:22	24C	0.997581	0.000001	0.000394	0.997975	34.920310	0.0001	
6	ab1510#6		1	1	11-Oct-2015 11:19:32	24C	0.997586	0.000002	0.000394	0.997980	34.920490	0.0001	
6	ab1510#6		1	2	11-Oct-2015 11:20:13	24C	0.997558	0.000003	0.000394	0.997952	34.919410	0.0001	
6	ab1510#6		1	3	11-Oct-2015 11:20:53	24C	0.997600	0.000000	0.000394	0.997994	34.921050	0.0000	
7	ab1510#7	024 6	1		11-Oct-2015 11:22:11	24C	0.997652	0.000002	0.000394	0.998046	34.923110	0.0001	
7	ab1510#7		1	1	11-Oct-2015 11:22:21	24C	0.997644	0.000002	0.000394	0.998038	34.922780	0.0001	
7	ab1510#7		1	2	11-Oct-2015 11:23:01	24C	0.997633	0.000003	0.000394	0.998026	34.922330	0.0001	
