SampleNumber	SampleID	BottleLabel	SampleType	ReadingNumber	DateTime	BathTemperature	UncorrectedRatio	UncorrectedRatioStandDev	Correction	AdjustedRatio	CalculatedSalinity	CalculatedSalinityStandDev	Comments
1	Calibration#1	p158	0		7-Oct-2015 09:44:21	24C	0.999353	0.000003	0.000347	0.999700	0.000000	0.0000	
1	Calibration#1		0	1	7-Oct-2015 09:44:21	24C	0.999353	0.000003	0.000347	0.999700	0.000000	0.0000	
2	Calibration#2	p158	0		7-Oct-2015 09:45:07	24C	0.999367	0.000003	0.000333	0.999701	0.000000	0.0000	
2	Calibration#2		0	1	7-Oct-2015 09:45:07	24C	0.999367	0.000003	0.000333	0.999701	0.000000	0.0000	
3	Calibration#3	p158	0		7-Oct-2015 09:45:52	24C	0.999350	0.000000	0.000350	0.999700	0.000000	0.0000	
3	Calibration#3		0	1	7-Oct-2015 09:45:52	24C	0.999350	0.000000	0.000350	0.999700	0.000000	0.0000	
4	Calibration#4	p158	0		7-Oct-2015 09:46:38	24C	0.999360	0.000002	0.000340	0.999700	0.000000	0.0000	
4	Calibration#4		0	1	7-Oct-2015 09:46:39	24C	0.999360	0.000002	0.000340	0.999700	0.000000	0.0000	
5	Calibration#5	p158	0		7-Oct-2015 09:48:35	24C	0.998810	0.000002	0.000890	0.999699	0.000000	0.0000	
5	Calibration#5		0	1	7-Oct-2015 09:48:36	24C	0.998810	0.000002	0.000890	0.999699	0.000000	0.0000	
1	ab1510#1	006 1	1		7-Oct-2015 09:53:55	24C	0.996704	0.000002	0.000890	0.997594	34.905330	0.0001	
1	ab1510#1		1	1	7-Oct-2015 09:54:05	24C	0.996707	0.000002	0.000890	0.997596	34.905420	0.0001	
1	ab1510#1		1	2	7-Oct-2015 09:54:49	24C	0.996699	0.000002	0.000890	0.997589	34.905100	0.0001	
1	ab1510#1		1	3	7-Oct-2015 09:55:32	24C	0.996708	0.000003	0.000890	0.997598	34.905470	0.0001	
2	ab1510#2	006 3	1		7-Oct-2015 09:57:19	24C	0.996744	0.000002	0.000890	0.997634	34.906880	0.0001	
2	ab1510#2		1	1	7-Oct-2015 09:57:29	24C	0.996754	0.000002	0.000890	0.997644	34.907260	0.0001	
2	ab1510#2		1	2	7-Oct-2015 09:58:11	24C	0.996718	0.000003	0.000890	0.997608	34.905870	0.0001	
2	ab1510#2		1	3	7-Oct-2015 09:58:54	24C	0.996759	0.000002	0.000890	0.997649	34.907490	0.0001	
3	ab1510#3	006 1	1		7-Oct-2015 10:08:57	24C	0.996713	0.000002	0.000890	0.997603	34.905690	0.0001	
3	ab1510#3		1	1	7-Oct-2015 10:09:07	24C	0.996704	0.000002	0.000890	0.997593	34.905300	0.0001	
3	ab1510#3		1	2	7-Oct-2015 10:09:51	24C	0.996715	0.000000	0.000890	0.997605	34.905750	0.0000	
3	ab1510#3		1	3	7-Oct-2015 10:10:34	24C	0.996721	0.000002	0.000890	0.997612	34.906010	0.0001	
4	ab1510#4	006 3	1		7-Oct-2015 10:11:48	24C	0.996864	0.000001	0.000890	0.997754	34.911610	0.0001	
4	ab1510#4		1	1	7-Oct-2015 10:11:58	24C	0.996845	0.000002	0.000890	0.997735	34.910840	0.0001	
4	ab1510#4		1	2	7-Oct-2015 10:12:41	24C	0.996867	0.000003	0.000890	0.997757	34.911740	0.0001	
4	ab1510#4		1	3	7-Oct-2015 10:13:27	24C	0.996880	0.000000	0.000890	0.997770	34.912240	0.0000	
5	ab1510#5	006 4	1		7-Oct-2015 10:14:42	24C	0.997101	0.000002	0.000890	0.997991	34.920930	0.0001	
5	ab1510#5		1	1	7-Oct-2015 10:14:52	24C	0.997094	0.000002	0.000890	0.997984	34.920640	0.0001	
5	ab1510#5		1	2	7-Oct-2015 10:15:37	24C	0.997088	0.000003	0.000890	0.997978	34.920430	0.0001	
5	ab1510#5		1	3	7-Oct-2015 10:16:21	24C	0.997121	0.000002	0.000890	0.998011	34.921710	0.0001	
6	ab1510#6	006 5	1		7-Oct-2015 10:17:32	24C	0.997318	0.000003	0.000890	0.998208	34.929460	0.0001	
6	ab1510#6		1	1	7-Oct-2015 10:17:42	24C	0.997308	0.000003	0.000890	0.998198	34.929080	0.0001	
6	ab1510#6		1	2	7-Oct-2015 10:18:26	24C	0.997308	0.000003	0.000890	0.998198	34.929080	0.0001	
6	ab1510#6		1	3	7-Oct-2015 10:19:09	24C	0.997337	0.000003	0.000890	0.998227	34.930230	0.0001	
7	ab1510#7	006 6	1		7-Oct-2015 10:20:52	24C	0.997739	0.000002	0.000890	0.998629	34.946040	0.0001	
7	ab1510#7		1	1	7-Oct-2015 10:21:02	24C	0.997744	0.000002	0.000890	0.998634	34.946250	0.0001	
7	ab1510#7		1	2	7-Oct-2015 10:21:45	24C	0.997740	0.000000	0.000890	0.998630	34.946080	0.0000	
7	ab1510#7		1	3	7-Oct-2015 10:22:28	24C	0.997733	0.000003	0.000890	0.998623	34.945810	0.0001	
8	ab1510#8	006 7	1		7-Oct-2015 10:23:43	24C	0.998216	0.000002	0.000890	0.999106	34.964810	0.0001	
8	ab1510#8		1	1	7-Oct-2015 10:23:53	24C	0.998222	0.000003	0.000890	0.999112	34.965050	0.0001	
8	ab1510#8		1	2	7-Oct-2015 10:24:38	24C	0.998179	0.000002	0.000890	0.999069	34.963360	0.0001	
8	ab1510#8		1	3	7-Oct-2015 10:25:22	24C	0.998247	0.000002	0.000890	0.999137	34.966020	0.0001	
9	ab1510#9	006 6	1		7-Oct-2015 10:26:17	24C	0.997729	0.000002	0.000890	0.998619	34.945670	0.0001	
9	ab1510#9		1	1	7-Oct-2015 10:26:27	24C	0.997740	0.000002	0.000890	0.998630	34.946080	0.0001	
9	ab1510#9		1	2	7-Oct-2015 10:27:13	24C	0.997693	0.000003	0.000890	0.998583	34.944230	0.0001	
