SampleNumber	SampleID	BottleLabel	SampleType	ReadingNumber	DateTime	BathTemperature	UncorrectedRatio	UncorrectedRatioStandDev	Correction	AdjustedRatio	CalculatedSalinity	CalculatedSalinityStandDev	Comments
1	Calibration#1	p158	0		9-Oct-2015 06:41:48	24C	0.999262	0.000003	0.000438	0.999700	0.000000	0.0000	
1	Calibration#1		0	1	9-Oct-2015 06:41:48	24C	0.999262	0.000003	0.000438	0.999700	0.000000	0.0000	
2	Calibration#2	p158	0		9-Oct-2015 06:43:03	24C	0.999281	0.000004	0.000419	0.999700	0.000000	0.0000	
2	Calibration#2		0	1	9-Oct-2015 06:43:04	24C	0.999281	0.000004	0.000419	0.999700	0.000000	0.0000	
3	Calibration#3	p158	0		9-Oct-2015 06:43:46	24C	0.998133	0.000003	0.001567	0.999700	0.000000	0.0000	
3	Calibration#3		0	1	9-Oct-2015 06:43:47	24C	0.998133	0.000003	0.001567	0.999700	0.000000	0.0000	
4	Calibration#4	p158	0		9-Oct-2015 06:44:27	24C	0.999287	0.000002	0.000413	0.999700	0.000000	0.0000	
4	Calibration#4		0	1	9-Oct-2015 06:44:28	24C	0.999287	0.000002	0.000413	0.999700	0.000000	0.0000	
5	Calibration#5	p158	0		9-Oct-2015 06:45:10	24C	0.999294	0.000003	0.000406	0.999700	0.000000	0.0000	
5	Calibration#5		0	1	9-Oct-2015 06:45:10	24C	0.999294	0.000003	0.000406	0.999700	0.000000	0.0000	
1	ab1510#1	017 1	1		9-Oct-2015 06:46:58	24C	0.996446	0.000001	0.000406	0.996852	34.876130	0.0001	
1	ab1510#1		1	1	9-Oct-2015 06:47:08	24C	0.996434	0.000002	0.000406	0.996840	34.875660	0.0001	
1	ab1510#1		1	2	9-Oct-2015 06:47:52	24C	0.996444	0.000002	0.000406	0.996850	34.876060	0.0001	
1	ab1510#1		1	3	9-Oct-2015 06:48:33	24C	0.996460	0.000000	0.000406	0.996866	34.876680	0.0000	
2	ab1510#2	017 2	1		9-Oct-2015 06:49:58	24C	0.996669	0.000002	0.000406	0.997075	34.884890	0.0001	
2	ab1510#2		1	1	9-Oct-2015 06:50:08	24C	0.996692	0.000003	0.000406	0.997098	34.885830	0.0001	
2	ab1510#2		1	2	9-Oct-2015 06:50:49	24C	0.996650	0.000000	0.000406	0.997056	34.884160	0.0000	
2	ab1510#2		1	3	9-Oct-2015 06:51:32	24C	0.996664	0.000002	0.000406	0.997070	34.884700	0.0001	
3	ab1510#3	017 3	1		9-Oct-2015 06:52:58	24C	0.996794	0.000003	0.000406	0.997200	34.889830	0.0001	
3	ab1510#3		1	1	9-Oct-2015 06:53:08	24C	0.996793	0.000003	0.000406	0.997199	34.889760	0.0001	
3	ab1510#3		1	2	9-Oct-2015 06:53:50	24C	0.996794	0.000002	0.000406	0.997200	34.889820	0.0001	
3	ab1510#3		1	3	9-Oct-2015 06:54:30	24C	0.996796	0.000003	0.000406	0.997202	34.889900	0.0001	
4	ab1510#4	017 4	1		9-Oct-2015 06:55:19	24C	0.996943	0.000002	0.000406	0.997349	34.895690	0.0001	
4	ab1510#4		1	1	9-Oct-2015 06:55:29	24C	0.996973	0.000003	0.000406	0.997379	34.896840	0.0001	
4	ab1510#4		1	2	9-Oct-2015 06:56:11	24C	0.996973	0.000003	0.000406	0.997379	34.896840	0.0001	
4	ab1510#4		1	3	9-Oct-2015 06:56:54	24C	0.996885	0.000002	0.000406	0.997291	34.893380	0.0001	
5	ab1510#5	017 5	1		9-Oct-2015 06:58:04	24C	0.997204	0.000003	0.000406	0.997610	34.905960	0.0001	
5	ab1510#5		1	1	9-Oct-2015 06:58:14	24C	0.997182	0.000003	0.000406	0.997588	34.905090	0.0001	
5	ab1510#5		1	2	9-Oct-2015 06:58:59	24C	0.997222	0.000003	0.000406	0.997628	34.906660	0.0001	
5	ab1510#5		1	3	9-Oct-2015 06:59:44	24C	0.997209	0.000002	0.000406	0.997615	34.906130	0.0001	
6	ab1510#6	017 6	1		9-Oct-2015 07:00:52	24C	0.997913	0.000003	0.000406	0.998319	34.933860	0.0001	
6	ab1510#6		1	1	9-Oct-2015 07:01:02	24C	0.997900	0.000003	0.000406	0.998306	34.933310	0.0001	
6	ab1510#6		1	2	9-Oct-2015 07:01:43	24C	0.997907	0.000003	0.000406	0.998313	34.933610	0.0001	
6	ab1510#6		1	3	9-Oct-2015 07:02:25	24C	0.997934	0.000002	0.000406	0.998340	34.934660	0.0001	
7	ab1510#7	017 7	1		9-Oct-2015 07:03:34	24C	0.998189	0.000002	0.000406	0.998595	34.944690	0.0001	
7	ab1510#7		1	1	9-Oct-2015 07:03:44	24C	0.998200	0.000000	0.000406	0.998606	34.945130	0.0000	
7	ab1510#7		1	2	9-Oct-2015 07:04:25	24C	0.998167	0.000003	0.000406	0.998573	34.943840	0.0001	
7	ab1510#7		1	3	9-Oct-2015 07:05:05	24C	0.998199	0.000002	0.000406	0.998605	34.945100	0.0001	
8	ab1510#8	017 11	1		9-Oct-2015 07:06:29	24C	1.000037	0.000003	0.000406	1.000443	35.017450	0.0001	
8	ab1510#8		1	1	9-Oct-2015 07:06:39	24C	1.000226	0.000002	0.000406	1.000632	35.024860	0.0001	
8	ab1510#8		1	2	9-Oct-2015 07:07:22	24C	0.999649	0.000005	0.000406	1.000055	35.002140	0.0002	
8	ab1510#8		1	3	9-Oct-2015 07:08:04	24C	1.000238	0.000003	0.000406	1.000644	35.025350	0.0001	
9	ab1510#9	017 9	1		9-Oct-2015 07:09:31	24C	0.999002	0.000002	0.000406	0.999408	34.976710	0.0001	
9	ab1510#9		1	1	9-Oct-2015 07:09:41	24C	0.998997	0.000003	0.000406	0.999403	34.976510	0.0001	
9	ab1510#9		1	2	9-Oct-2015 07:10:22	24C	0.999046	0.000002	0.000406	0.999452	34.978430	0.0001	
9	ab1510#9		1	3	9-Oct-2015 07:11:03	24C	0.998964	0.000002	0.000406	0.999369	34.975190	0.0001	
10	ab1510#10	017 10	1		9-Oct-2015 07:12:11	24C	0.999592	0.000003	0.000406	0.999997	34.999900	0.0001	
10	ab1510#10		1	1	9-Oct-2015 07:12:21	24C	0.999581	0.000004	0.000406	0.999987	34.999490	0.0002	
10	ab1510#10		1	2	9-Oct-2015 07:13:03	24C	0.999595	0.000004	0.000406	1.000001	35.000040	0.0002	
10	ab1510#10		1	3	9-Oct-2015 07:13:45	24C	0.999599	0.000002	0.000406	1.000004	35.000180	0.0001	
11	ab1510#11	017  11	1		9-Oct-2015 07:15:08	24C	1.000208	0.000002	0.000406	1.000614	35.024180	0.0001	
11	ab1510#11		1	1	9-Oct-2015 07:15:18	24C	1.000145	0.000000	0.000406	1.000551	35.021690	0.0000	
11	ab1510#11		1	2	9-Oct-2015 07:16:02	24C	1.000222	0.000003	0.000406	1.000628	35.024720	0.0001	
11	ab1510#11		1	3	9-Oct-2015 07:16:44	24C	1.000258	0.000003	0.000406	1.000664	35.026120	0.0001	
12	ab1510#12	017 12	1		9-Oct-2015 07:18:09	24C	1.001094	0.000001	0.000406	1.001500	35.059050	0.0001	
12	ab1510#12		1	1	9-Oct-2015 07:18:19	24C	1.001055	0.000000	0.000406	1.001461	35.057520	0.0000	
12	ab1510#12		1	2	9-Oct-2015 07:19:01	24C	1.001109	0.000002	0.000406	1.001516	35.059660	0.0001	
12	ab1510#12		1	3	9-Oct-2015 07:19:43	24C	1.001117	0.000003	0.000406	1.001523	35.059950	0.0001	
13	ab1510#13	017 13	1		9-Oct-2015 07:20:49	24C	1.001564	0.000002	0.000406	1.001970	35.077550	0.0001	
13	ab1510#13		1	1	9-Oct-2015 07:20:59	24C	1.001581	0.000002	0.000406	1.001987	35.078210	0.0001	
13	ab1510#13		1	2	9-Oct-2015 07:21:41	24C	1.001595	0.000004	0.000406	1.002000	35.078760	0.0001	
13	ab1510#13		1	3	9-Oct-2015 07:22:23	24C	1.001516	0.000002	0.000406	1.001922	35.075670	0.0001	
14	ab1510#14	017 14	1		9-Oct-2015 07:28:10	24C	1.002273	0.000003	0.000406	1.002679	35.105470	0.0001	
14	ab1510#14		1	1	9-Oct-2015 07:28:20	24C	1.002278	0.000004	0.000406	1.002684	35.105660	0.0001	
14	ab1510#14		1	2	9-Oct-2015 07:29:04	24C	1.002286	0.000002	0.000406	1.002693	35.106000	0.0001	
